Name	Value	Time
txExpired-total	0	2019-12-25T00:43:50.399Z
txProcessed-average	0	2019-12-25T00:43:50.399Z
txProcessed-total	0	2019-12-25T00:43:50.399Z
queueLength-average	0.1111111111111111	2019-12-25T00:43:50.399Z
queueLength-value	0	2019-12-25T00:43:50.399Z
serverLoad-average	0.3153834126984127	2019-12-25T00:43:50.399Z
serverLoad-value	0.133775	2019-12-25T00:43:50.399Z
txTimeInQueue-average	0.5945555555555555	2019-12-25T00:43:50.399Z
txInjected-average	0	2019-12-25T00:43:51.399Z
txInjected-total	0	2019-12-25T00:43:51.399Z
txApplied-average	0.3	2019-12-25T00:43:51.399Z
txApplied-total	3	2019-12-25T00:43:51.399Z
txRejected-average	0	2019-12-25T00:43:51.399Z
txRejected-total	0	2019-12-25T00:43:51.399Z
txExpired-average	0	2019-12-25T00:43:51.399Z
txExpired-total	0	2019-12-25T00:43:51.399Z
txProcessed-average	0	2019-12-25T00:43:51.399Z
txProcessed-total	0	2019-12-25T00:43:51.399Z
queueLength-average	0.1	2019-12-25T00:43:51.399Z
queueLength-value	0	2019-12-25T00:43:51.399Z
serverLoad-average	0.29573618253968253	2019-12-25T00:43:51.399Z
serverLoad-value	0.1189111111111111	2019-12-25T00:43:51.399Z
txTimeInQueue-average	0.5351	2019-12-25T00:43:51.399Z
txInjected-average	0	2019-12-25T00:43:52.399Z
txInjected-total	0	2019-12-25T00:43:52.399Z
txApplied-average	0.2727272727272727	2019-12-25T00:43:52.399Z
txApplied-total	3	2019-12-25T00:43:52.399Z
txRejected-average	0	2019-12-25T00:43:52.399Z
txRejected-total	0	2019-12-25T00:43:52.399Z
txExpired-average	0	2019-12-25T00:43:52.399Z
txExpired-total	0	2019-12-25T00:43:52.399Z
txProcessed-average	0	2019-12-25T00:43:52.399Z
txProcessed-total	0	2019-12-25T00:43:52.399Z
queueLength-average	0.09090909090909091	2019-12-25T00:43:52.399Z
queueLength-value	0	2019-12-25T00:43:52.399Z
serverLoad-average	0.27858016594516594	2019-12-25T00:43:52.399Z
serverLoad-value	0.10702	2019-12-25T00:43:52.399Z
txTimeInQueue-average	0.4864545454545454	2019-12-25T00:43:52.399Z
txInjected-average	0	2019-12-25T00:43:53.401Z
txInjected-total	0	2019-12-25T00:43:53.401Z
txApplied-average	0.25	2019-12-25T00:43:53.401Z
txApplied-total	3	2019-12-25T00:43:53.401Z
txRejected-average	0	2019-12-25T00:43:53.401Z
txRejected-total	0	2019-12-25T00:43:53.401Z
txExpired-average	0	2019-12-25T00:43:53.401Z
txExpired-total	0	2019-12-25T00:43:53.401Z
txProcessed-average	0	2019-12-25T00:43:53.401Z
txProcessed-total	0	2019-12-25T00:43:53.401Z
queueLength-average	0.08333333333333333	2019-12-25T00:43:53.401Z
queueLength-value	0	2019-12-25T00:43:53.401Z
serverLoad-average	0.26347272787397785	2019-12-25T00:43:53.401Z
serverLoad-value	0.09729090909090908	2019-12-25T00:43:53.401Z
txTimeInQueue-average	0.4459166666666667	2019-12-25T00:43:53.401Z
txInjected-average	0	2019-12-25T00:43:54.402Z
txInjected-total	0	2019-12-25T00:43:54.402Z
txApplied-average	0.23076923076923078	2019-12-25T00:43:54.402Z
txApplied-total	3	2019-12-25T00:43:54.402Z
txRejected-average	0	2019-12-25T00:43:54.402Z
txRejected-total	0	2019-12-25T00:43:54.402Z
txExpired-average	0	2019-12-25T00:43:54.402Z
txExpired-total	0	2019-12-25T00:43:54.402Z
txProcessed-average	0	2019-12-25T00:43:54.402Z
txProcessed-total	0	2019-12-25T00:43:54.402Z
queueLength-average	0.07692307692307693	2019-12-25T00:43:54.402Z
queueLength-value	0	2019-12-25T00:43:54.402Z
serverLoad-average	0.2500658513708513	2019-12-25T00:43:54.402Z
serverLoad-value	0.08918333333333334	2019-12-25T00:43:54.402Z
txTimeInQueue-average	0.41161538461538466	2019-12-25T00:43:54.402Z
txInjected-average	0	2019-12-25T00:43:55.402Z
txInjected-total	0	2019-12-25T00:43:55.402Z
txApplied-average	0.21428571428571427	2019-12-25T00:43:55.402Z
txApplied-total	3	2019-12-25T00:43:55.402Z
txRejected-average	0	2019-12-25T00:43:55.402Z
txRejected-total	0	2019-12-25T00:43:55.402Z
txExpired-average	0	2019-12-25T00:43:55.402Z
txExpired-total	0	2019-12-25T00:43:55.402Z
txProcessed-average	0	2019-12-25T00:43:55.402Z
txProcessed-total	0	2019-12-25T00:43:55.402Z
queueLength-average	0.07142857142857142	2019-12-25T00:43:55.402Z
queueLength-value	0	2019-12-25T00:43:55.402Z
serverLoad-average	0.23808422462458173	2019-12-25T00:43:55.402Z
serverLoad-value	0.08232307692307693	2019-12-25T00:43:55.402Z
txTimeInQueue-average	0.38221428571428573	2019-12-25T00:43:55.402Z
txInjected-average	0	2019-12-25T00:43:56.408Z
txInjected-total	0	2019-12-25T00:43:56.408Z
txApplied-average	0.2	2019-12-25T00:43:56.408Z
txApplied-total	3	2019-12-25T00:43:56.408Z
txRejected-average	0	2019-12-25T00:43:56.408Z
txRejected-total	0	2019-12-25T00:43:56.408Z
txExpired-average	0	2019-12-25T00:43:56.408Z
txExpired-total	0	2019-12-25T00:43:56.408Z
txProcessed-average	0	2019-12-25T00:43:56.408Z
txProcessed-total	0	2019-12-25T00:43:56.408Z
queueLength-average	0.06666666666666667	2019-12-25T00:43:56.408Z
queueLength-value	0	2019-12-25T00:43:56.408Z
serverLoad-average	0.22730813345913342	2019-12-25T00:43:56.408Z
serverLoad-value	0.07644285714285715	2019-12-25T00:43:56.408Z
txTimeInQueue-average	0.35673333333333335	2019-12-25T00:43:56.408Z
txInjected-average	0	2019-12-25T00:43:57.411Z
txInjected-total	0	2019-12-25T00:43:57.411Z
txApplied-average	0.1875	2019-12-25T00:43:57.411Z
txApplied-total	3	2019-12-25T00:43:57.411Z
txRejected-average	0	2019-12-25T00:43:57.411Z
txRejected-total	0	2019-12-25T00:43:57.411Z
txExpired-average	0	2019-12-25T00:43:57.411Z
txExpired-total	0	2019-12-25T00:43:57.411Z
txProcessed-average	0	2019-12-25T00:43:57.411Z
txProcessed-total	0	2019-12-25T00:43:57.411Z
queueLength-average	0.0625	2019-12-25T00:43:57.411Z
queueLength-value	0	2019-12-25T00:43:57.411Z
serverLoad-average	0.21756054178460427	2019-12-25T00:43:57.411Z
serverLoad-value	0.07134666666666667	2019-12-25T00:43:57.411Z
txTimeInQueue-average	0.3344375	2019-12-25T00:43:57.411Z
txInjected-average	0	2019-12-25T00:43:58.414Z
txInjected-total	0	2019-12-25T00:43:58.414Z
txApplied-average	0.17647058823529413	2019-12-25T00:43:58.414Z
txApplied-total	3	2019-12-25T00:43:58.414Z
txRejected-average	0	2019-12-25T00:43:58.414Z
txRejected-total	0	2019-12-25T00:43:58.414Z
txExpired-average	0	2019-12-25T00:43:58.414Z
txExpired-total	0	2019-12-25T00:43:58.414Z
txProcessed-average	0	2019-12-25T00:43:58.414Z
txProcessed-total	0	2019-12-25T00:43:58.414Z
queueLength-average	0.058823529411764705	2019-12-25T00:43:58.414Z
queueLength-value	0	2019-12-25T00:43:58.414Z
serverLoad-average	0.20869742167962754	2019-12-25T00:43:58.414Z
serverLoad-value	0.0668875	2019-12-25T00:43:58.414Z
txTimeInQueue-average	0.31476470588235295	2019-12-25T00:43:58.414Z
txInjected-average	0	2019-12-25T00:43:59.417Z
txInjected-total	0	2019-12-25T00:43:59.417Z
txApplied-average	0.16666666666666666	2019-12-25T00:43:59.417Z
txApplied-total	3	2019-12-25T00:43:59.417Z
txRejected-average	0	2019-12-25T00:43:59.417Z
txRejected-total	0	2019-12-25T00:43:59.417Z
txExpired-average	0	2019-12-25T00:43:59.417Z
txExpired-total	0	2019-12-25T00:43:59.417Z
txProcessed-average	0	2019-12-25T00:43:59.417Z
txProcessed-total	0	2019-12-25T00:43:59.417Z
queueLength-average	0.05555555555555555	2019-12-25T00:43:59.417Z
queueLength-value	0	2019-12-25T00:43:59.417Z
serverLoad-average	0.20060050609611882	2019-12-25T00:43:59.417Z
serverLoad-value	0.06295294117647059	2019-12-25T00:43:59.417Z
txTimeInQueue-average	0.29727777777777775	2019-12-25T00:43:59.417Z
txInjected-average	0	2019-12-25T00:44:00.419Z
txInjected-total	0	2019-12-25T00:44:00.419Z
txApplied-average	0.15789473684210525	2019-12-25T00:44:00.419Z
txApplied-total	3	2019-12-25T00:44:00.419Z
txRejected-average	0	2019-12-25T00:44:00.419Z
txRejected-total	0	2019-12-25T00:44:00.419Z
txExpired-average	0	2019-12-25T00:44:00.419Z
txExpired-total	0	2019-12-25T00:44:00.419Z
txProcessed-average	0	2019-12-25T00:44:00.419Z
txProcessed-total	0	2019-12-25T00:44:00.419Z
queueLength-average	0.05263157894736842	2019-12-25T00:44:00.419Z
queueLength-value	0	2019-12-25T00:44:00.419Z
serverLoad-average	0.19317182448872075	2019-12-25T00:44:00.419Z
serverLoad-value	0.05945555555555555	2019-12-25T00:44:00.419Z
txTimeInQueue-average	0.28163157894736845	2019-12-25T00:44:00.419Z
txInjected-average	0	2019-12-25T00:44:01.420Z
txInjected-total	0	2019-12-25T00:44:01.420Z
txApplied-average	0.15	2019-12-25T00:44:01.420Z
txApplied-total	3	2019-12-25T00:44:01.420Z
txRejected-average	0	2019-12-25T00:44:01.420Z
txRejected-total	0	2019-12-25T00:44:01.420Z
txExpired-average	0	2019-12-25T00:44:01.420Z
txExpired-total	0	2019-12-25T00:44:01.420Z
txProcessed-average	0	2019-12-25T00:44:01.420Z
txProcessed-total	0	2019-12-25T00:44:01.420Z
queueLength-average	0.05	2019-12-25T00:44:01.420Z
queueLength-value	0	2019-12-25T00:44:01.420Z
serverLoad-average	0.1863295490537584	2019-12-25T00:44:01.420Z
serverLoad-value	0.05632631578947369	2019-12-25T00:44:01.420Z
txTimeInQueue-average	0.26755	2019-12-25T00:44:01.420Z
txInjected-average	0	2019-12-25T00:44:02.426Z
txInjected-total	0	2019-12-25T00:44:02.426Z
txApplied-average	0.14285714285714285	2019-12-25T00:44:02.426Z
txApplied-total	3	2019-12-25T00:44:02.426Z
txRejected-average	0	2019-12-25T00:44:02.426Z
txRejected-total	0	2019-12-25T00:44:02.426Z
txExpired-average	0	2019-12-25T00:44:02.426Z
txExpired-total	0	2019-12-25T00:44:02.426Z
txProcessed-average	0	2019-12-25T00:44:02.426Z
txProcessed-total	0	2019-12-25T00:44:02.426Z
queueLength-average	0.047619047619047616	2019-12-25T00:44:02.426Z
queueLength-value	0	2019-12-25T00:44:02.426Z
serverLoad-average	0.18000480862262705	2019-12-25T00:44:02.426Z
serverLoad-value	0.05351	2019-12-25T00:44:02.426Z
txTimeInQueue-average	0.2548095238095238	2019-12-25T00:44:02.426Z
txInjected-average	0	2019-12-25T00:44:03.428Z
txInjected-total	0	2019-12-25T00:44:03.428Z
txApplied-average	0.13636363636363635	2019-12-25T00:44:03.428Z
txApplied-total	3	2019-12-25T00:44:03.428Z
txRejected-average	0	2019-12-25T00:44:03.428Z
txRejected-total	0	2019-12-25T00:44:03.428Z
txExpired-average	0	2019-12-25T00:44:03.428Z
txExpired-total	0	2019-12-25T00:44:03.428Z
txProcessed-average	0	2019-12-25T00:44:03.428Z
txProcessed-total	0	2019-12-25T00:44:03.428Z
queueLength-average	0.045454545454545456	2019-12-25T00:44:03.428Z
queueLength-value	0	2019-12-25T00:44:03.428Z
serverLoad-average	0.17413922208350333	2019-12-25T00:44:03.428Z
serverLoad-value	0.050961904761904764	2019-12-25T00:44:03.428Z
txTimeInQueue-average	0.2432272727272727	2019-12-25T00:44:03.428Z
txInjected-average	0	2019-12-25T00:44:04.432Z
txInjected-total	0	2019-12-25T00:44:04.432Z
txApplied-average	0.13043478260869565	2019-12-25T00:44:04.432Z
txApplied-total	3	2019-12-25T00:44:04.432Z
txRejected-average	0	2019-12-25T00:44:04.432Z
txRejected-total	0	2019-12-25T00:44:04.432Z
txExpired-average	0	2019-12-25T00:44:04.432Z
txExpired-total	0	2019-12-25T00:44:04.432Z
txProcessed-average	0	2019-12-25T00:44:04.432Z
txProcessed-total	0	2019-12-25T00:44:04.432Z
queueLength-average	0.043478260869565216	2019-12-25T00:44:04.432Z
queueLength-value	0	2019-12-25T00:44:04.432Z
serverLoad-average	0.16868297132097948	2019-12-25T00:44:04.432Z
serverLoad-value	0.04864545454545454	2019-12-25T00:44:04.432Z
txTimeInQueue-average	0.23265217391304346	2019-12-25T00:44:04.432Z
txInjected-average	0	2019-12-25T00:44:05.435Z
txInjected-total	0	2019-12-25T00:44:05.435Z
txApplied-average	0.125	2019-12-25T00:44:05.435Z
txApplied-total	3	2019-12-25T00:44:05.435Z
txRejected-average	0	2019-12-25T00:44:05.435Z
txRejected-total	0	2019-12-25T00:44:05.435Z
txExpired-average	0	2019-12-25T00:44:05.435Z
txExpired-total	0	2019-12-25T00:44:05.435Z
txProcessed-average	0	2019-12-25T00:44:05.435Z
txProcessed-total	0	2019-12-25T00:44:05.435Z
queueLength-average	0.041666666666666664	2019-12-25T00:44:05.435Z
queueLength-value	0	2019-12-25T00:44:05.435Z
serverLoad-average	0.16359328229854736	2019-12-25T00:44:05.435Z
serverLoad-value	0.046530434782608696	2019-12-25T00:44:05.435Z
txTimeInQueue-average	0.22295833333333334	2019-12-25T00:44:05.435Z
txInjected-average	0	2019-12-25T00:44:06.439Z
txInjected-total	0	2019-12-25T00:44:06.439Z
txApplied-average	0.12	2019-12-25T00:44:06.439Z
txApplied-total	3	2019-12-25T00:44:06.439Z
txRejected-average	0	2019-12-25T00:44:06.439Z
txRejected-total	0	2019-12-25T00:44:06.439Z
txExpired-average	0	2019-12-25T00:44:06.439Z
txExpired-total	0	2019-12-25T00:44:06.439Z
txProcessed-average	0	2019-12-25T00:44:06.439Z
txProcessed-total	0	2019-12-25T00:44:06.439Z
queueLength-average	0.04	2019-12-25T00:44:06.439Z
queueLength-value	0	2019-12-25T00:44:06.439Z
serverLoad-average	0.15883321767327213	2019-12-25T00:44:06.439Z
serverLoad-value	0.04459166666666667	2019-12-25T00:44:06.439Z
txTimeInQueue-average	0.21403999999999998	2019-12-25T00:44:06.439Z
txInjected-average	0	2019-12-25T00:44:07.439Z
txInjected-total	0	2019-12-25T00:44:07.439Z
txApplied-average	0.11538461538461539	2019-12-25T00:44:07.439Z
txApplied-total	3	2019-12-25T00:44:07.439Z
txRejected-average	0	2019-12-25T00:44:07.439Z
txRejected-total	0	2019-12-25T00:44:07.439Z
txExpired-average	0	2019-12-25T00:44:07.439Z
txExpired-total	0	2019-12-25T00:44:07.439Z
txProcessed-average	0	2019-12-25T00:44:07.439Z
txProcessed-total	0	2019-12-25T00:44:07.439Z
queueLength-average	0.038461538461538464	2019-12-25T00:44:07.439Z
queueLength-value	0	2019-12-25T00:44:07.439Z
serverLoad-average	0.1543707093012232	2019-12-25T00:44:07.439Z
serverLoad-value	0.042808	2019-12-25T00:44:07.439Z
txTimeInQueue-average	0.20580769230769233	2019-12-25T00:44:07.439Z
txInjected-average	0	2019-12-25T00:44:08.443Z
txInjected-total	0	2019-12-25T00:44:08.443Z
txApplied-average	0.1111111111111111	2019-12-25T00:44:08.443Z
txApplied-total	3	2019-12-25T00:44:08.443Z
txRejected-average	0	2019-12-25T00:44:08.443Z
txRejected-total	0	2019-12-25T00:44:08.443Z
txExpired-average	0	2019-12-25T00:44:08.443Z
txExpired-total	0	2019-12-25T00:44:08.443Z
txProcessed-average	0	2019-12-25T00:44:08.443Z
txProcessed-total	0	2019-12-25T00:44:08.443Z
queueLength-average	0.037037037037037035	2019-12-25T00:44:08.443Z
queueLength-value	0	2019-12-25T00:44:08.443Z
serverLoad-average	0.15017777704790156	2019-12-25T00:44:08.443Z
serverLoad-value	0.041161538461538465	2019-12-25T00:44:08.443Z
txTimeInQueue-average	0.1981851851851852	2019-12-25T00:44:08.443Z
txInjected-average	0	2019-12-25T00:44:09.443Z
txInjected-total	0	2019-12-25T00:44:09.443Z
txApplied-average	0.10714285714285714	2019-12-25T00:44:09.443Z
txApplied-total	3	2019-12-25T00:44:09.443Z
txRejected-average	0	2019-12-25T00:44:09.443Z
txRejected-total	0	2019-12-25T00:44:09.443Z
txExpired-average	0	2019-12-25T00:44:09.443Z
txExpired-total	0	2019-12-25T00:44:09.443Z
txProcessed-average	0	2019-12-25T00:44:09.443Z
txProcessed-total	0	2019-12-25T00:44:09.443Z
queueLength-average	0.07142857142857142	2019-12-25T00:44:09.443Z
queueLength-value	1	2019-12-25T00:44:09.443Z
serverLoad-average	0.14622989347608498	2019-12-25T00:44:09.443Z
serverLoad-value	0.03963703703703704	2019-12-25T00:44:09.443Z
txTimeInQueue-average	0.21578571428571428	2019-12-25T00:44:09.443Z
txInjected-average	0	2019-12-25T00:44:10.443Z
txInjected-total	0	2019-12-25T00:44:10.443Z
txApplied-average	0.10344827586206896	2019-12-25T00:44:10.443Z
txApplied-total	3	2019-12-25T00:44:10.443Z
txRejected-average	0	2019-12-25T00:44:10.443Z
txRejected-total	0	2019-12-25T00:44:10.443Z
txExpired-average	0	2019-12-25T00:44:10.443Z
txExpired-total	0	2019-12-25T00:44:10.443Z
txProcessed-average	0	2019-12-25T00:44:10.443Z
txProcessed-total	0	2019-12-25T00:44:10.443Z
queueLength-average	0.10344827586206896	2019-12-25T00:44:10.443Z
queueLength-value	1	2019-12-25T00:44:10.443Z
serverLoad-average	0.14267566069612145	2019-12-25T00:44:10.443Z
serverLoad-value	0.04315714285714285	2019-12-25T00:44:10.443Z
txTimeInQueue-average	0.2666551724137931	2019-12-25T00:44:10.443Z
txInjected-average	0	2019-12-25T00:44:11.443Z
txInjected-total	0	2019-12-25T00:44:11.443Z
txApplied-average	0.1	2019-12-25T00:44:11.443Z
txApplied-total	3	2019-12-25T00:44:11.443Z
txRejected-average	0	2019-12-25T00:44:11.443Z
txRejected-total	0	2019-12-25T00:44:11.443Z
txExpired-average	0	2019-12-25T00:44:11.443Z
txExpired-total	0	2019-12-25T00:44:11.443Z
txProcessed-average	0	2019-12-25T00:44:11.443Z
txProcessed-total	0	2019-12-25T00:44:11.443Z
queueLength-average	0.13333333333333333	2019-12-25T00:44:11.443Z
queueLength-value	1	2019-12-25T00:44:11.443Z
serverLoad-average	0.13969750648900936	2019-12-25T00:44:11.443Z
serverLoad-value	0.053331034482758624	2019-12-25T00:44:11.443Z
txTimeInQueue-average	0.34746666666666665	2019-12-25T00:44:11.443Z
txInjected-average	0	2019-12-25T00:44:12.442Z
txInjected-total	0	2019-12-25T00:44:12.442Z
txApplied-average	0.0967741935483871	2019-12-25T00:44:12.442Z
txApplied-total	3	2019-12-25T00:44:12.442Z
txRejected-average	0	2019-12-25T00:44:12.442Z
txRejected-total	0	2019-12-25T00:44:12.442Z
txExpired-average	0	2019-12-25T00:44:12.442Z
txExpired-total	0	2019-12-25T00:44:12.442Z
txProcessed-average	0	2019-12-25T00:44:12.442Z
txProcessed-total	0	2019-12-25T00:44:12.442Z
queueLength-average	0.16129032258064516	2019-12-25T00:44:12.442Z
queueLength-value	1	2019-12-25T00:44:12.442Z
serverLoad-average	0.13743285574205205	2019-12-25T00:44:12.442Z
serverLoad-value	0.06949333333333332	2019-12-25T00:44:12.442Z
txTimeInQueue-average	0.4553225806451613	2019-12-25T00:44:12.442Z
txInjected-average	0	2019-12-25T00:44:13.443Z
txInjected-total	0	2019-12-25T00:44:13.443Z
txApplied-average	0.09375	2019-12-25T00:44:13.443Z
txApplied-total	3	2019-12-25T00:44:13.443Z
txRejected-average	0	2019-12-25T00:44:13.443Z
txRejected-total	0	2019-12-25T00:44:13.443Z
txExpired-average	0	2019-12-25T00:44:13.443Z
txExpired-total	0	2019-12-25T00:44:13.443Z
txProcessed-average	0	2019-12-25T00:44:13.443Z
txProcessed-total	0	2019-12-25T00:44:13.443Z
queueLength-average	0.1875	2019-12-25T00:44:13.443Z
queueLength-value	1	2019-12-25T00:44:13.443Z
serverLoad-average	0.1359838451291452	2019-12-25T00:44:13.443Z
serverLoad-value	0.09106451612903226	2019-12-25T00:44:13.443Z
txTimeInQueue-average	0.5876875	2019-12-25T00:44:13.443Z
txInjected-average	0	2019-12-25T00:44:14.443Z
txInjected-total	0	2019-12-25T00:44:14.443Z
txApplied-average	0.09090909090909091	2019-12-25T00:44:14.443Z
txApplied-total	3	2019-12-25T00:44:14.443Z
txRejected-average	0	2019-12-25T00:44:14.443Z
txRejected-total	0	2019-12-25T00:44:14.443Z
txExpired-average	0	2019-12-25T00:44:14.443Z
txExpired-total	0	2019-12-25T00:44:14.443Z
txProcessed-average	0	2019-12-25T00:44:14.443Z
txProcessed-total	0	2019-12-25T00:44:14.443Z
queueLength-average	0.21212121212121213	2019-12-25T00:44:14.443Z
queueLength-value	1	2019-12-25T00:44:14.443Z
