Name	Value	Time
txApplied-total	3	2019-12-25T00:43:48.191Z
txRejected-average	0	2019-12-25T00:43:48.191Z
txRejected-total	0	2019-12-25T00:43:48.191Z
txExpired-average	0	2019-12-25T00:43:48.191Z
txExpired-total	0	2019-12-25T00:43:48.191Z
txProcessed-average	0.1	2019-12-25T00:43:48.191Z
txProcessed-total	1	2019-12-25T00:43:48.191Z
queueLength-average	0.4	2019-12-25T00:43:48.191Z
queueLength-value	0	2019-12-25T00:43:48.191Z
serverLoad-average	0.45011759523809525	2019-12-25T00:43:48.191Z
serverLoad-value	0.3247333333333334	2019-12-25T00:43:48.191Z
txTimeInQueue-average	1.4613	2019-12-25T00:43:48.191Z
txInjected-average	0	2019-12-25T00:43:49.194Z
txInjected-total	0	2019-12-25T00:43:49.194Z
txApplied-average	0.2727272727272727	2019-12-25T00:43:49.194Z
txApplied-total	3	2019-12-25T00:43:49.194Z
txRejected-average	0	2019-12-25T00:43:49.194Z
txRejected-total	0	2019-12-25T00:43:49.194Z
txExpired-average	0	2019-12-25T00:43:49.194Z
txExpired-total	0	2019-12-25T00:43:49.194Z
txProcessed-average	0.09090909090909091	2019-12-25T00:43:49.194Z
txProcessed-total	1	2019-12-25T00:43:49.194Z
queueLength-average	0.36363636363636365	2019-12-25T00:43:49.194Z
queueLength-value	0	2019-12-25T00:43:49.194Z
serverLoad-average	0.43576690476190477	2019-12-25T00:43:49.194Z
serverLoad-value	0.29226	2019-12-25T00:43:49.194Z
txTimeInQueue-average	1.3284545454545456	2019-12-25T00:43:49.194Z
txInjected-average	0	2019-12-25T00:43:50.196Z
txInjected-total	0	2019-12-25T00:43:50.196Z
txApplied-average	0.25	2019-12-25T00:43:50.196Z
txApplied-total	3	2019-12-25T00:43:50.196Z
txRejected-average	0	2019-12-25T00:43:50.196Z
txRejected-total	0	2019-12-25T00:43:50.196Z
txExpired-average	0	2019-12-25T00:43:50.196Z
txExpired-total	0	2019-12-25T00:43:50.196Z
txProcessed-average	0.08333333333333333	2019-12-25T00:43:50.196Z
txProcessed-total	1	2019-12-25T00:43:50.196Z
queueLength-average	0.3333333333333333	2019-12-25T00:43:50.196Z
queueLength-value	0	2019-12-25T00:43:50.196Z
serverLoad-average	0.42159390512265515	2019-12-25T00:43:50.196Z
serverLoad-value	0.2656909090909091	2019-12-25T00:43:50.196Z
txTimeInQueue-average	1.21775	2019-12-25T00:43:50.196Z
txInjected-average	0	2019-12-25T00:43:51.201Z
txInjected-total	0	2019-12-25T00:43:51.201Z
txApplied-average	0.23076923076923078	2019-12-25T00:43:51.201Z
txApplied-total	3	2019-12-25T00:43:51.201Z
txRejected-average	0	2019-12-25T00:43:51.201Z
txRejected-total	0	2019-12-25T00:43:51.201Z
txExpired-average	0	2019-12-25T00:43:51.201Z
txExpired-total	0	2019-12-25T00:43:51.201Z
txProcessed-average	0.07692307692307693	2019-12-25T00:43:51.201Z
txProcessed-total	1	2019-12-25T00:43:51.201Z
queueLength-average	0.3076923076923077	2019-12-25T00:43:51.201Z
queueLength-value	0	2019-12-25T00:43:51.201Z
serverLoad-average	0.40789822011322013	2019-12-25T00:43:51.201Z
serverLoad-value	0.24355000000000002	2019-12-25T00:43:51.201Z
txTimeInQueue-average	1.1240769230769232	2019-12-25T00:43:51.201Z
txInjected-average	0	2019-12-25T00:43:52.202Z
txInjected-total	0	2019-12-25T00:43:52.202Z
txApplied-average	0.21428571428571427	2019-12-25T00:43:52.202Z
txApplied-total	3	2019-12-25T00:43:52.202Z
txRejected-average	0	2019-12-25T00:43:52.202Z
txRejected-total	0	2019-12-25T00:43:52.202Z
txExpired-average	0	2019-12-25T00:43:52.202Z
txExpired-total	0	2019-12-25T00:43:52.202Z
txProcessed-average	0.07142857142857142	2019-12-25T00:43:52.202Z
txProcessed-total	1	2019-12-25T00:43:52.202Z
queueLength-average	0.2857142857142857	2019-12-25T00:43:52.202Z
queueLength-value	0	2019-12-25T00:43:52.202Z
serverLoad-average	0.3948208747205176	2019-12-25T00:43:52.202Z
serverLoad-value	0.22481538461538464	2019-12-25T00:43:52.202Z
txTimeInQueue-average	1.0437857142857143	2019-12-25T00:43:52.202Z
txInjected-average	0	2019-12-25T00:43:53.206Z
txInjected-total	0	2019-12-25T00:43:53.206Z
txApplied-average	0.2	2019-12-25T00:43:53.206Z
txApplied-total	3	2019-12-25T00:43:53.206Z
txRejected-average	0	2019-12-25T00:43:53.206Z
txRejected-total	0	2019-12-25T00:43:53.206Z
txExpired-average	0	2019-12-25T00:43:53.206Z
txExpired-total	0	2019-12-25T00:43:53.206Z
txProcessed-average	0.06666666666666667	2019-12-25T00:43:53.206Z
txProcessed-total	1	2019-12-25T00:43:53.206Z
queueLength-average	0.26666666666666666	2019-12-25T00:43:53.206Z
queueLength-value	0	2019-12-25T00:43:53.206Z
serverLoad-average	0.3824166259296259	2019-12-25T00:43:53.206Z
serverLoad-value	0.20875714285714286	2019-12-25T00:43:53.206Z
txTimeInQueue-average	0.9742000000000001	2019-12-25T00:43:53.206Z
txInjected-average	0	2019-12-25T00:43:54.213Z
txInjected-total	0	2019-12-25T00:43:54.213Z
txApplied-average	0.1875	2019-12-25T00:43:54.213Z
txApplied-total	3	2019-12-25T00:43:54.213Z
txRejected-average	0	2019-12-25T00:43:54.213Z
txRejected-total	0	2019-12-25T00:43:54.213Z
txExpired-average	0	2019-12-25T00:43:54.213Z
txExpired-total	0	2019-12-25T00:43:54.213Z
txProcessed-average	0.0625	2019-12-25T00:43:54.213Z
txProcessed-total	1	2019-12-25T00:43:54.213Z
queueLength-average	0.25	2019-12-25T00:43:54.213Z
queueLength-value	0	2019-12-25T00:43:54.213Z
serverLoad-average	0.3706930868090243	2019-12-25T00:43:54.213Z
serverLoad-value	0.19484	2019-12-25T00:43:54.213Z
txTimeInQueue-average	0.9133125	2019-12-25T00:43:54.213Z
txInjected-average	0	2019-12-25T00:43:55.218Z
txInjected-total	0	2019-12-25T00:43:55.218Z
txApplied-average	0.17647058823529413	2019-12-25T00:43:55.218Z
txApplied-total	3	2019-12-25T00:43:55.218Z
txRejected-average	0	2019-12-25T00:43:55.218Z
txRejected-total	0	2019-12-25T00:43:55.218Z
txExpired-average	0	2019-12-25T00:43:55.218Z
txExpired-total	0	2019-12-25T00:43:55.218Z
txProcessed-average	0.058823529411764705	2019-12-25T00:43:55.218Z
txProcessed-total	1	2019-12-25T00:43:55.218Z
queueLength-average	0.23529411764705882	2019-12-25T00:43:55.218Z
queueLength-value	0	2019-12-25T00:43:55.218Z
serverLoad-average	0.35963246405555227	2019-12-25T00:43:55.218Z
serverLoad-value	0.1826625	2019-12-25T00:43:55.218Z
txTimeInQueue-average	0.8595882352941177	2019-12-25T00:43:55.218Z
txInjected-average	0	2019-12-25T00:43:56.222Z
txInjected-total	0	2019-12-25T00:43:56.222Z
txApplied-average	0.16666666666666666	2019-12-25T00:43:56.222Z
txApplied-total	3	2019-12-25T00:43:56.222Z
txRejected-average	0	2019-12-25T00:43:56.222Z
txRejected-total	0	2019-12-25T00:43:56.222Z
txExpired-average	0	2019-12-25T00:43:56.222Z
txExpired-total	0	2019-12-25T00:43:56.222Z
txProcessed-average	0.05555555555555555	2019-12-25T00:43:56.222Z
txProcessed-total	1	2019-12-25T00:43:56.222Z
queueLength-average	0.2222222222222222	2019-12-25T00:43:56.222Z
queueLength-value	0	2019-12-25T00:43:56.222Z
serverLoad-average	0.3492038631112896	2019-12-25T00:43:56.222Z
serverLoad-value	0.17191764705882354	2019-12-25T00:43:56.222Z
txTimeInQueue-average	0.8118333333333334	2019-12-25T00:43:56.222Z
txInjected-average	0	2019-12-25T00:43:57.223Z
txInjected-total	0	2019-12-25T00:43:57.223Z
txApplied-average	0.15789473684210525	2019-12-25T00:43:57.223Z
txApplied-total	3	2019-12-25T00:43:57.223Z
txRejected-average	0	2019-12-25T00:43:57.223Z
txRejected-total	0	2019-12-25T00:43:57.223Z
txExpired-average	0	2019-12-25T00:43:57.223Z
txExpired-total	0	2019-12-25T00:43:57.223Z
txProcessed-average	0.05263157894736842	2019-12-25T00:43:57.223Z
txProcessed-total	1	2019-12-25T00:43:57.223Z
queueLength-average	0.21052631578947367	2019-12-25T00:43:57.223Z
queueLength-value	0	2019-12-25T00:43:57.223Z
serverLoad-average	0.33937032645630943	2019-12-25T00:43:57.223Z
serverLoad-value	0.1623666666666667	2019-12-25T00:43:57.223Z
txTimeInQueue-average	0.7691052631578947	2019-12-25T00:43:57.223Z
txInjected-average	0	2019-12-25T00:43:58.224Z
txInjected-total	0	2019-12-25T00:43:58.224Z
txApplied-average	0.15	2019-12-25T00:43:58.224Z
txApplied-total	3	2019-12-25T00:43:58.224Z
txRejected-average	0	2019-12-25T00:43:58.224Z
txRejected-total	0	2019-12-25T00:43:58.224Z
txExpired-average	0	2019-12-25T00:43:58.224Z
txExpired-total	0	2019-12-25T00:43:58.224Z
txProcessed-average	0.05	2019-12-25T00:43:58.224Z
txProcessed-total	1	2019-12-25T00:43:58.224Z
queueLength-average	0.2	2019-12-25T00:43:58.224Z
queueLength-value	0	2019-12-25T00:43:58.224Z
serverLoad-average	0.3300928627650729	2019-12-25T00:43:58.224Z
serverLoad-value	0.15382105263157894	2019-12-25T00:43:58.224Z
txTimeInQueue-average	0.73065	2019-12-25T00:43:58.224Z
txInjected-average	0	2019-12-25T00:43:59.224Z
txInjected-total	0	2019-12-25T00:43:59.224Z
txApplied-average	0.14285714285714285	2019-12-25T00:43:59.224Z
txApplied-total	3	2019-12-25T00:43:59.224Z
txRejected-average	0	2019-12-25T00:43:59.224Z
txRejected-total	0	2019-12-25T00:43:59.224Z
txExpired-average	0	2019-12-25T00:43:59.224Z
txExpired-total	0	2019-12-25T00:43:59.224Z
txProcessed-average	0.047619047619047616	2019-12-25T00:43:59.224Z
txProcessed-total	1	2019-12-25T00:43:59.224Z
queueLength-average	0.19047619047619047	2019-12-25T00:43:59.224Z
queueLength-value	0	2019-12-25T00:43:59.224Z
serverLoad-average	0.3213327264429266	2019-12-25T00:43:59.224Z
serverLoad-value	0.14613	2019-12-25T00:43:59.224Z
txTimeInQueue-average	0.6958571428571428	2019-12-25T00:43:59.224Z
txInjected-average	0	2019-12-25T00:44:00.224Z
txInjected-total	0	2019-12-25T00:44:00.224Z
txApplied-average	0.13636363636363635	2019-12-25T00:44:00.224Z
txApplied-total	3	2019-12-25T00:44:00.224Z
txRejected-average	0	2019-12-25T00:44:00.224Z
txRejected-total	0	2019-12-25T00:44:00.224Z
txExpired-average	0	2019-12-25T00:44:00.224Z
txExpired-total	0	2019-12-25T00:44:00.224Z
txProcessed-average	0.045454545454545456	2019-12-25T00:44:00.224Z
txProcessed-total	1	2019-12-25T00:44:00.224Z
queueLength-average	0.18181818181818182	2019-12-25T00:44:00.224Z
queueLength-value	0	2019-12-25T00:44:00.224Z
serverLoad-average	0.3130526674487676	2019-12-25T00:44:00.224Z
serverLoad-value	0.13917142857142856	2019-12-25T00:44:00.224Z
txTimeInQueue-average	0.6642272727272728	2019-12-25T00:44:00.224Z
txInjected-average	0	2019-12-25T00:44:01.225Z
txInjected-total	0	2019-12-25T00:44:01.225Z
txApplied-average	0.13043478260869565	2019-12-25T00:44:01.225Z
txApplied-total	3	2019-12-25T00:44:01.225Z
txRejected-average	0	2019-12-25T00:44:01.225Z
txRejected-total	0	2019-12-25T00:44:01.225Z
txExpired-average	0	2019-12-25T00:44:01.225Z
txExpired-total	0	2019-12-25T00:44:01.225Z
txProcessed-average	0.043478260869565216	2019-12-25T00:44:01.225Z
txProcessed-total	1	2019-12-25T00:44:01.225Z
queueLength-average	0.17391304347826086	2019-12-25T00:44:01.225Z
queueLength-value	0	2019-12-25T00:44:01.225Z
serverLoad-average	0.30521757123558	2019-12-25T00:44:01.225Z
serverLoad-value	0.13284545454545454	2019-12-25T00:44:01.225Z
txTimeInQueue-average	0.6353478260869565	2019-12-25T00:44:01.225Z
txInjected-average	0	2019-12-25T00:44:02.226Z
txInjected-total	0	2019-12-25T00:44:02.226Z
txApplied-average	0.125	2019-12-25T00:44:02.226Z
txApplied-total	3	2019-12-25T00:44:02.226Z
txRejected-average	0	2019-12-25T00:44:02.226Z
txRejected-total	0	2019-12-25T00:44:02.226Z
txExpired-average	0	2019-12-25T00:44:02.226Z
txExpired-total	0	2019-12-25T00:44:02.226Z
txProcessed-average	0.041666666666666664	2019-12-25T00:44:02.226Z
txProcessed-total	1	2019-12-25T00:44:02.226Z
queueLength-average	0.16666666666666666	2019-12-25T00:44:02.226Z
queueLength-value	0	2019-12-25T00:44:02.226Z
serverLoad-average	0.29779473765148884	2019-12-25T00:44:02.226Z
serverLoad-value	0.1270695652173913	2019-12-25T00:44:02.226Z
txTimeInQueue-average	0.608875	2019-12-25T00:44:02.226Z
txInjected-average	0	2019-12-25T00:44:03.233Z
txInjected-total	0	2019-12-25T00:44:03.233Z
txApplied-average	0.12	2019-12-25T00:44:03.233Z
txApplied-total	3	2019-12-25T00:44:03.233Z
txRejected-average	0	2019-12-25T00:44:03.233Z
txRejected-total	0	2019-12-25T00:44:03.233Z
txExpired-average	0	2019-12-25T00:44:03.233Z
txExpired-total	0	2019-12-25T00:44:03.233Z
txProcessed-average	0.04	2019-12-25T00:44:03.233Z
txProcessed-total	1	2019-12-25T00:44:03.233Z
queueLength-average	0.16	2019-12-25T00:44:03.233Z
queueLength-value	0	2019-12-25T00:44:03.233Z
serverLoad-average	0.2907539481454293	2019-12-25T00:44:03.233Z
serverLoad-value	0.12177500000000001	2019-12-25T00:44:03.233Z
txTimeInQueue-average	0.5845199999999999	2019-12-25T00:44:03.233Z
txInjected-average	0	2019-12-25T00:44:04.235Z
txInjected-total	0	2019-12-25T00:44:04.235Z
txApplied-average	0.11538461538461539	2019-12-25T00:44:04.235Z
txApplied-total	3	2019-12-25T00:44:04.235Z
txRejected-average	0	2019-12-25T00:44:04.235Z
txRejected-total	0	2019-12-25T00:44:04.235Z
txExpired-average	0	2019-12-25T00:44:04.235Z
txExpired-total	0	2019-12-25T00:44:04.235Z
txProcessed-average	0.038461538461538464	2019-12-25T00:44:04.235Z
txProcessed-total	1	2019-12-25T00:44:04.235Z
queueLength-average	0.15384615384615385	2019-12-25T00:44:04.235Z
queueLength-value	0	2019-12-25T00:44:04.235Z
serverLoad-average	0.2840674116782974	2019-12-25T00:44:04.235Z
serverLoad-value	0.11690399999999998	2019-12-25T00:44:04.235Z
txTimeInQueue-average	0.5620384615384616	2019-12-25T00:44:04.235Z
txInjected-average	0	2019-12-25T00:44:05.237Z
txInjected-total	0	2019-12-25T00:44:05.237Z
txApplied-average	0.1111111111111111	2019-12-25T00:44:05.237Z
txApplied-total	3	2019-12-25T00:44:05.237Z
txRejected-average	0	2019-12-25T00:44:05.237Z
txRejected-total	0	2019-12-25T00:44:05.237Z
txExpired-average	0	2019-12-25T00:44:05.237Z
txExpired-total	0	2019-12-25T00:44:05.237Z
txProcessed-average	0.037037037037037035	2019-12-25T00:44:05.237Z
txProcessed-total	1	2019-12-25T00:44:05.237Z
queueLength-average	0.14814814814814814	2019-12-25T00:44:05.237Z
queueLength-value	0	2019-12-25T00:44:05.237Z
serverLoad-average	0.2777096442942009	2019-12-25T00:44:05.237Z
serverLoad-value	0.11240769230769232	2019-12-25T00:44:05.237Z
txTimeInQueue-average	0.5412222222222222	2019-12-25T00:44:05.237Z
txInjected-average	0	2019-12-25T00:44:06.241Z
txInjected-total	0	2019-12-25T00:44:06.241Z
txApplied-average	0.10714285714285714	2019-12-25T00:44:06.241Z
txApplied-total	3	2019-12-25T00:44:06.241Z
txRejected-average	0	2019-12-25T00:44:06.241Z
txRejected-total	0	2019-12-25T00:44:06.241Z
txExpired-average	0	2019-12-25T00:44:06.241Z
txExpired-total	0	2019-12-25T00:44:06.241Z
txProcessed-average	0.03571428571428571	2019-12-25T00:44:06.241Z
txProcessed-total	1	2019-12-25T00:44:06.241Z
queueLength-average	0.14285714285714285	2019-12-25T00:44:06.241Z
queueLength-value	0	2019-12-25T00:44:06.241Z
serverLoad-average	0.2716573157281382	2019-12-25T00:44:06.241Z
serverLoad-value	0.10824444444444443	2019-12-25T00:44:06.241Z
txTimeInQueue-average	0.5218928571428572	2019-12-25T00:44:06.241Z
txInjected-average	0	2019-12-25T00:44:07.242Z
txInjected-total	0	2019-12-25T00:44:07.242Z
txApplied-average	0.10344827586206896	2019-12-25T00:44:07.242Z
txApplied-total	3	2019-12-25T00:44:07.242Z
txRejected-average	0	2019-12-25T00:44:07.242Z
txRejected-total	0	2019-12-25T00:44:07.242Z
txExpired-average	0	2019-12-25T00:44:07.242Z
txExpired-total	0	2019-12-25T00:44:07.242Z
txProcessed-average	0.034482758620689655	2019-12-25T00:44:07.242Z
txProcessed-total	1	2019-12-25T00:44:07.242Z
queueLength-average	0.13793103448275862	2019-12-25T00:44:07.242Z
queueLength-value	0	2019-12-25T00:44:07.242Z
serverLoad-average	0.2658890831660842	2019-12-25T00:44:07.242Z
serverLoad-value	0.10437857142857143	2019-12-25T00:44:07.242Z
txTimeInQueue-average	0.5038965517241379	2019-12-25T00:44:07.242Z
txInjected-average	0	2019-12-25T00:44:08.248Z
txInjected-total	0	2019-12-25T00:44:08.248Z
txApplied-average	0.1	2019-12-25T00:44:08.248Z
txApplied-total	3	2019-12-25T00:44:08.248Z
txRejected-average	0	2019-12-25T00:44:08.248Z
txRejected-total	0	2019-12-25T00:44:08.248Z
txExpired-average	0	2019-12-25T00:44:08.248Z
txExpired-total	0	2019-12-25T00:44:08.248Z
txProcessed-average	0.03333333333333333	2019-12-25T00:44:08.248Z
txProcessed-total	1	2019-12-25T00:44:08.248Z
queueLength-average	0.13333333333333333	2019-12-25T00:44:08.248Z
queueLength-value	0	2019-12-25T00:44:08.248Z
serverLoad-average	0.2603854240720423	2019-12-25T00:44:08.248Z
serverLoad-value	0.1007793103448276	2019-12-25T00:44:08.248Z
txTimeInQueue-average	0.48710000000000003	2019-12-25T00:44:08.248Z
txInjected-average	0	2019-12-25T00:44:09.249Z
txInjected-total	0	2019-12-25T00:44:09.249Z
txApplied-average	0.0967741935483871	2019-12-25T00:44:09.249Z
txApplied-total	3	2019-12-25T00:44:09.249Z
txRejected-average	0	2019-12-25T00:44:09.249Z
txRejected-total	0	2019-12-25T00:44:09.249Z
txExpired-average	0	2019-12-25T00:44:09.249Z
txExpired-total	0	2019-12-25T00:44:09.249Z
txProcessed-average	0.03225806451612903	2019-12-25T00:44:09.249Z
txProcessed-total	1	2019-12-25T00:44:09.249Z
queueLength-average	0.16129032258064516	2019-12-25T00:44:09.249Z
queueLength-value	1	2019-12-25T00:44:09.249Z
serverLoad-average	0.255128474908428	2019-12-25T00:44:09.249Z
serverLoad-value	0.09742	2019-12-25T00:44:09.249Z
txTimeInQueue-average	0.4874193548387097	2019-12-25T00:44:09.249Z
txInjected-average	0	2019-12-25T00:44:10.252Z
txInjected-total	0	2019-12-25T00:44:10.252Z
txApplied-average	0.09375	2019-12-25T00:44:10.252Z
txApplied-total	3	2019-12-25T00:44:10.252Z
txRejected-average	0	2019-12-25T00:44:10.252Z
txRejected-total	0	2019-12-25T00:44:10.252Z
txExpired-average	0	2019-12-25T00:44:10.252Z
txExpired-total	0	2019-12-25T00:44:10.252Z
txProcessed-average	0.03125	2019-12-25T00:44:10.252Z
txProcessed-total	1	2019-12-25T00:44:10.252Z
queueLength-average	0.1875	2019-12-25T00:44:10.252Z
queueLength-value	1	2019-12-25T00:44:10.252Z
serverLoad-average	0.2502020810352816	2019-12-25T00:44:10.252Z
serverLoad-value	0.09748387096774194	2019-12-25T00:44:10.252Z
txTimeInQueue-average	0.5190625	2019-12-25T00:44:10.252Z
txInjected-average	0	2019-12-25T00:44:11.253Z
txInjected-total	0	2019-12-25T00:44:11.253Z
txApplied-average	0.09090909090909091	2019-12-25T00:44:11.253Z
txApplied-total	3	2019-12-25T00:44:11.253Z
txRejected-average	0	2019-12-25T00:44:11.253Z
txRejected-total	0	2019-12-25T00:44:11.253Z
txExpired-average	0	2019-12-25T00:44:11.253Z
