Name	Value	Time
txProcessed-total	0	2019-12-25T00:40:41.129Z
queueLength-average	0	2019-12-25T00:40:41.129Z
queueLength-value	0	2019-12-25T00:40:41.129Z
serverLoad-average	0	2019-12-25T00:40:41.129Z
serverLoad-value	0	2019-12-25T00:40:41.129Z
txTimeInQueue-average	0	2019-12-25T00:40:41.129Z
txInjected-average	0	2019-12-25T00:40:42.133Z
txInjected-total	0	2019-12-25T00:40:42.133Z
txApplied-average	0	2019-12-25T00:40:42.133Z
txApplied-total	0	2019-12-25T00:40:42.133Z
txRejected-average	0	2019-12-25T00:40:42.133Z
txRejected-total	0	2019-12-25T00:40:42.133Z
txExpired-average	0	2019-12-25T00:40:42.133Z
txExpired-total	0	2019-12-25T00:40:42.133Z
txProcessed-average	0	2019-12-25T00:40:42.133Z
txProcessed-total	0	2019-12-25T00:40:42.133Z
queueLength-average	0	2019-12-25T00:40:42.133Z
queueLength-value	0	2019-12-25T00:40:42.133Z
serverLoad-average	0	2019-12-25T00:40:42.133Z
serverLoad-value	0	2019-12-25T00:40:42.133Z
txTimeInQueue-average	0	2019-12-25T00:40:42.133Z
txInjected-average	0	2019-12-25T00:40:43.134Z
txInjected-total	0	2019-12-25T00:40:43.134Z
txApplied-average	0	2019-12-25T00:40:43.134Z
txApplied-total	0	2019-12-25T00:40:43.134Z
txRejected-average	0	2019-12-25T00:40:43.134Z
txRejected-total	0	2019-12-25T00:40:43.134Z
txExpired-average	0	2019-12-25T00:40:43.134Z
txExpired-total	0	2019-12-25T00:40:43.134Z
txProcessed-average	0	2019-12-25T00:40:43.134Z
txProcessed-total	0	2019-12-25T00:40:43.134Z
queueLength-average	0	2019-12-25T00:40:43.134Z
queueLength-value	0	2019-12-25T00:40:43.134Z
serverLoad-average	0	2019-12-25T00:40:43.134Z
serverLoad-value	0	2019-12-25T00:40:43.134Z
txTimeInQueue-average	0	2019-12-25T00:40:43.134Z
txInjected-average	0	2019-12-25T00:40:44.138Z
txInjected-total	0	2019-12-25T00:40:44.138Z
txApplied-average	0	2019-12-25T00:40:44.138Z
txApplied-total	0	2019-12-25T00:40:44.138Z
txRejected-average	0	2019-12-25T00:40:44.138Z
txRejected-total	0	2019-12-25T00:40:44.138Z
txExpired-average	0	2019-12-25T00:40:44.138Z
txExpired-total	0	2019-12-25T00:40:44.138Z
txProcessed-average	0	2019-12-25T00:40:44.138Z
txProcessed-total	0	2019-12-25T00:40:44.138Z
queueLength-average	0	2019-12-25T00:40:44.138Z
queueLength-value	0	2019-12-25T00:40:44.138Z
serverLoad-average	0	2019-12-25T00:40:44.138Z
serverLoad-value	0	2019-12-25T00:40:44.138Z
txTimeInQueue-average	0	2019-12-25T00:40:44.138Z
txInjected-average	0	2019-12-25T00:40:45.144Z
txInjected-total	0	2019-12-25T00:40:45.144Z
txApplied-average	0	2019-12-25T00:40:45.144Z
txApplied-total	0	2019-12-25T00:40:45.144Z
txRejected-average	0	2019-12-25T00:40:45.144Z
txRejected-total	0	2019-12-25T00:40:45.144Z
txExpired-average	0	2019-12-25T00:40:45.144Z
txExpired-total	0	2019-12-25T00:40:45.144Z
txProcessed-average	0	2019-12-25T00:40:45.144Z
txProcessed-total	0	2019-12-25T00:40:45.144Z
queueLength-average	0	2019-12-25T00:40:45.144Z
queueLength-value	0	2019-12-25T00:40:45.144Z
serverLoad-average	0	2019-12-25T00:40:45.144Z
serverLoad-value	0	2019-12-25T00:40:45.144Z
txTimeInQueue-average	0	2019-12-25T00:40:45.144Z
txInjected-average	0	2019-12-25T00:40:46.150Z
txInjected-total	0	2019-12-25T00:40:46.150Z
txApplied-average	0	2019-12-25T00:40:46.150Z
txApplied-total	0	2019-12-25T00:40:46.150Z
txRejected-average	0	2019-12-25T00:40:46.150Z
txRejected-total	0	2019-12-25T00:40:46.150Z
txExpired-average	0	2019-12-25T00:40:46.150Z
txExpired-total	0	2019-12-25T00:40:46.150Z
txProcessed-average	0	2019-12-25T00:40:46.150Z
txProcessed-total	0	2019-12-25T00:40:46.150Z
queueLength-average	0	2019-12-25T00:40:46.150Z
queueLength-value	0	2019-12-25T00:40:46.150Z
serverLoad-average	0	2019-12-25T00:40:46.150Z
serverLoad-value	0	2019-12-25T00:40:46.150Z
txTimeInQueue-average	0	2019-12-25T00:40:46.150Z
txInjected-average	0	2019-12-25T00:40:47.151Z
txInjected-total	0	2019-12-25T00:40:47.151Z
txApplied-average	0	2019-12-25T00:40:47.151Z
txApplied-total	0	2019-12-25T00:40:47.151Z
txRejected-average	0	2019-12-25T00:40:47.151Z
txRejected-total	0	2019-12-25T00:40:47.151Z
txExpired-average	0	2019-12-25T00:40:47.151Z
txExpired-total	0	2019-12-25T00:40:47.151Z
txProcessed-average	0	2019-12-25T00:40:47.151Z
txProcessed-total	0	2019-12-25T00:40:47.151Z
queueLength-average	0	2019-12-25T00:40:47.151Z
queueLength-value	0	2019-12-25T00:40:47.151Z
serverLoad-average	0	2019-12-25T00:40:47.151Z
serverLoad-value	0	2019-12-25T00:40:47.151Z
txTimeInQueue-average	0	2019-12-25T00:40:47.151Z
txInjected-average	0	2019-12-25T00:40:48.152Z
txInjected-total	0	2019-12-25T00:40:48.152Z
txApplied-average	0	2019-12-25T00:40:48.152Z
txApplied-total	0	2019-12-25T00:40:48.152Z
txRejected-average	0	2019-12-25T00:40:48.152Z
txRejected-total	0	2019-12-25T00:40:48.152Z
txExpired-average	0	2019-12-25T00:40:48.152Z
txExpired-total	0	2019-12-25T00:40:48.152Z
txProcessed-average	0	2019-12-25T00:40:48.152Z
txProcessed-total	0	2019-12-25T00:40:48.152Z
queueLength-average	0	2019-12-25T00:40:48.152Z
queueLength-value	0	2019-12-25T00:40:48.152Z
serverLoad-average	0	2019-12-25T00:40:48.152Z
serverLoad-value	0	2019-12-25T00:40:48.152Z
txTimeInQueue-average	0	2019-12-25T00:40:48.152Z
txInjected-average	0	2019-12-25T00:40:49.158Z
txInjected-total	0	2019-12-25T00:40:49.158Z
txApplied-average	0	2019-12-25T00:40:49.158Z
txApplied-total	0	2019-12-25T00:40:49.158Z
txRejected-average	0	2019-12-25T00:40:49.158Z
txRejected-total	0	2019-12-25T00:40:49.158Z
txExpired-average	0	2019-12-25T00:40:49.158Z
txExpired-total	0	2019-12-25T00:40:49.158Z
txProcessed-average	0	2019-12-25T00:40:49.158Z
txProcessed-total	0	2019-12-25T00:40:49.158Z
queueLength-average	0	2019-12-25T00:40:49.158Z
queueLength-value	0	2019-12-25T00:40:49.158Z
serverLoad-average	0	2019-12-25T00:40:49.158Z
serverLoad-value	0	2019-12-25T00:40:49.158Z
txTimeInQueue-average	0	2019-12-25T00:40:49.158Z
txInjected-average	0	2019-12-25T00:40:50.161Z
txInjected-total	0	2019-12-25T00:40:50.161Z
txApplied-average	0	2019-12-25T00:40:50.161Z
txApplied-total	0	2019-12-25T00:40:50.161Z
txRejected-average	0	2019-12-25T00:40:50.161Z
txRejected-total	0	2019-12-25T00:40:50.161Z
txExpired-average	0	2019-12-25T00:40:50.161Z
txExpired-total	0	2019-12-25T00:40:50.161Z
txProcessed-average	0	2019-12-25T00:40:50.161Z
txProcessed-total	0	2019-12-25T00:40:50.161Z
queueLength-average	0	2019-12-25T00:40:50.161Z
queueLength-value	0	2019-12-25T00:40:50.161Z
serverLoad-average	0	2019-12-25T00:40:50.161Z
serverLoad-value	0	2019-12-25T00:40:50.161Z
txTimeInQueue-average	0	2019-12-25T00:40:50.161Z
txInjected-average	0	2019-12-25T00:40:51.161Z
txInjected-total	0	2019-12-25T00:40:51.161Z
txApplied-average	0	2019-12-25T00:40:51.161Z
txApplied-total	0	2019-12-25T00:40:51.161Z
txRejected-average	0	2019-12-25T00:40:51.161Z
txRejected-total	0	2019-12-25T00:40:51.161Z
txExpired-average	0	2019-12-25T00:40:51.161Z
txExpired-total	0	2019-12-25T00:40:51.161Z
txProcessed-average	0	2019-12-25T00:40:51.161Z
txProcessed-total	0	2019-12-25T00:40:51.161Z
queueLength-average	0	2019-12-25T00:40:51.161Z
queueLength-value	0	2019-12-25T00:40:51.161Z
serverLoad-average	0	2019-12-25T00:40:51.161Z
serverLoad-value	0	2019-12-25T00:40:51.161Z
txTimeInQueue-average	0	2019-12-25T00:40:51.161Z
txInjected-average	0	2019-12-25T00:40:52.163Z
txInjected-total	0	2019-12-25T00:40:52.163Z
txApplied-average	0	2019-12-25T00:40:52.163Z
txApplied-total	0	2019-12-25T00:40:52.163Z
txRejected-average	0	2019-12-25T00:40:52.163Z
txRejected-total	0	2019-12-25T00:40:52.163Z
txExpired-average	0	2019-12-25T00:40:52.163Z
txExpired-total	0	2019-12-25T00:40:52.163Z
txProcessed-average	0	2019-12-25T00:40:52.163Z
txProcessed-total	0	2019-12-25T00:40:52.163Z
queueLength-average	0	2019-12-25T00:40:52.163Z
queueLength-value	0	2019-12-25T00:40:52.163Z
serverLoad-average	0	2019-12-25T00:40:52.163Z
serverLoad-value	0	2019-12-25T00:40:52.163Z
txTimeInQueue-average	0	2019-12-25T00:40:52.163Z
txInjected-average	0	2019-12-25T00:40:53.163Z
txInjected-total	0	2019-12-25T00:40:53.163Z
txApplied-average	0	2019-12-25T00:40:53.163Z
txApplied-total	0	2019-12-25T00:40:53.163Z
txRejected-average	0	2019-12-25T00:40:53.163Z
txRejected-total	0	2019-12-25T00:40:53.163Z
txExpired-average	0	2019-12-25T00:40:53.163Z
txExpired-total	0	2019-12-25T00:40:53.163Z
txProcessed-average	0	2019-12-25T00:40:53.163Z
txProcessed-total	0	2019-12-25T00:40:53.163Z
queueLength-average	0	2019-12-25T00:40:53.163Z
queueLength-value	0	2019-12-25T00:40:53.163Z
serverLoad-average	0	2019-12-25T00:40:53.163Z
serverLoad-value	0	2019-12-25T00:40:53.163Z
txTimeInQueue-average	0	2019-12-25T00:40:53.163Z
txInjected-average	0	2019-12-25T00:40:54.167Z
txInjected-total	0	2019-12-25T00:40:54.167Z
txApplied-average	0	2019-12-25T00:40:54.167Z
txApplied-total	0	2019-12-25T00:40:54.167Z
txRejected-average	0	2019-12-25T00:40:54.167Z
txRejected-total	0	2019-12-25T00:40:54.167Z
txExpired-average	0	2019-12-25T00:40:54.167Z
txExpired-total	0	2019-12-25T00:40:54.167Z
txProcessed-average	0	2019-12-25T00:40:54.167Z
txProcessed-total	0	2019-12-25T00:40:54.167Z
queueLength-average	0	2019-12-25T00:40:54.167Z
queueLength-value	0	2019-12-25T00:40:54.167Z
serverLoad-average	0	2019-12-25T00:40:54.167Z
serverLoad-value	0	2019-12-25T00:40:54.167Z
txTimeInQueue-average	0	2019-12-25T00:40:54.167Z
txInjected-average	0	2019-12-25T00:40:55.170Z
txInjected-total	0	2019-12-25T00:40:55.170Z
txApplied-average	0	2019-12-25T00:40:55.170Z
txApplied-total	0	2019-12-25T00:40:55.170Z
txRejected-average	0	2019-12-25T00:40:55.170Z
txRejected-total	0	2019-12-25T00:40:55.170Z
txExpired-average	0	2019-12-25T00:40:55.170Z
txExpired-total	0	2019-12-25T00:40:55.170Z
txProcessed-average	0	2019-12-25T00:40:55.170Z
txProcessed-total	0	2019-12-25T00:40:55.170Z
queueLength-average	0	2019-12-25T00:40:55.170Z
queueLength-value	0	2019-12-25T00:40:55.170Z
serverLoad-average	0	2019-12-25T00:40:55.170Z
serverLoad-value	0	2019-12-25T00:40:55.170Z
txTimeInQueue-average	0	2019-12-25T00:40:55.170Z
txInjected-average	0	2019-12-25T00:40:56.175Z
txInjected-total	0	2019-12-25T00:40:56.175Z
txApplied-average	0	2019-12-25T00:40:56.175Z
txApplied-total	0	2019-12-25T00:40:56.175Z
txRejected-average	0	2019-12-25T00:40:56.175Z
txRejected-total	0	2019-12-25T00:40:56.175Z
txExpired-average	0	2019-12-25T00:40:56.175Z
txExpired-total	0	2019-12-25T00:40:56.175Z
txProcessed-average	0	2019-12-25T00:40:56.175Z
txProcessed-total	0	2019-12-25T00:40:56.175Z
queueLength-average	0	2019-12-25T00:40:56.175Z
queueLength-value	0	2019-12-25T00:40:56.175Z
serverLoad-average	0	2019-12-25T00:40:56.175Z
serverLoad-value	0	2019-12-25T00:40:56.175Z
txTimeInQueue-average	0	2019-12-25T00:40:56.175Z
txInjected-average	0	2019-12-25T00:40:57.180Z
txInjected-total	0	2019-12-25T00:40:57.180Z
txApplied-average	0	2019-12-25T00:40:57.180Z
txApplied-total	0	2019-12-25T00:40:57.180Z
txRejected-average	0	2019-12-25T00:40:57.180Z
txRejected-total	0	2019-12-25T00:40:57.180Z
txExpired-average	0	2019-12-25T00:40:57.180Z
txExpired-total	0	2019-12-25T00:40:57.180Z
txProcessed-average	0	2019-12-25T00:40:57.180Z
txProcessed-total	0	2019-12-25T00:40:57.180Z
queueLength-average	0	2019-12-25T00:40:57.180Z
queueLength-value	0	2019-12-25T00:40:57.180Z
serverLoad-average	0	2019-12-25T00:40:57.180Z
serverLoad-value	0	2019-12-25T00:40:57.180Z
txTimeInQueue-average	0	2019-12-25T00:40:57.180Z
txInjected-average	0	2019-12-25T00:40:58.182Z
txInjected-total	0	2019-12-25T00:40:58.182Z
txApplied-average	0	2019-12-25T00:40:58.182Z
txApplied-total	0	2019-12-25T00:40:58.182Z
txRejected-average	0	2019-12-25T00:40:58.182Z
txRejected-total	0	2019-12-25T00:40:58.182Z
txExpired-average	0	2019-12-25T00:40:58.182Z
txExpired-total	0	2019-12-25T00:40:58.182Z
txProcessed-average	0	2019-12-25T00:40:58.182Z
txProcessed-total	0	2019-12-25T00:40:58.182Z
queueLength-average	0	2019-12-25T00:40:58.182Z
queueLength-value	0	2019-12-25T00:40:58.182Z
serverLoad-average	0	2019-12-25T00:40:58.182Z
serverLoad-value	0	2019-12-25T00:40:58.182Z
txTimeInQueue-average	0	2019-12-25T00:40:58.182Z
txInjected-average	0	2019-12-25T00:40:59.186Z
txInjected-total	0	2019-12-25T00:40:59.186Z
txApplied-average	0	2019-12-25T00:40:59.186Z
txApplied-total	0	2019-12-25T00:40:59.186Z
txRejected-average	0	2019-12-25T00:40:59.186Z
txRejected-total	0	2019-12-25T00:40:59.186Z
txExpired-average	0	2019-12-25T00:40:59.186Z
txExpired-total	0	2019-12-25T00:40:59.186Z
txProcessed-average	0	2019-12-25T00:40:59.186Z
txProcessed-total	0	2019-12-25T00:40:59.186Z
queueLength-average	0	2019-12-25T00:40:59.186Z
queueLength-value	0	2019-12-25T00:40:59.186Z
serverLoad-average	0	2019-12-25T00:40:59.186Z
serverLoad-value	0	2019-12-25T00:40:59.186Z
txTimeInQueue-average	0	2019-12-25T00:40:59.186Z
txInjected-average	0	2019-12-25T00:41:00.187Z
txInjected-total	0	2019-12-25T00:41:00.187Z
txApplied-average	0	2019-12-25T00:41:00.187Z
txApplied-total	0	2019-12-25T00:41:00.187Z
txRejected-average	0	2019-12-25T00:41:00.187Z
txRejected-total	0	2019-12-25T00:41:00.187Z
txExpired-average	0	2019-12-25T00:41:00.187Z
txExpired-total	0	2019-12-25T00:41:00.187Z
txProcessed-average	0	2019-12-25T00:41:00.187Z
txProcessed-total	0	2019-12-25T00:41:00.187Z
queueLength-average	0	2019-12-25T00:41:00.187Z
queueLength-value	0	2019-12-25T00:41:00.187Z
serverLoad-average	0	2019-12-25T00:41:00.187Z
serverLoad-value	0	2019-12-25T00:41:00.187Z
txTimeInQueue-average	0	2019-12-25T00:41:00.187Z
txInjected-average	0	2019-12-25T00:41:01.190Z
txInjected-total	0	2019-12-25T00:41:01.190Z
txApplied-average	0	2019-12-25T00:41:01.190Z
txApplied-total	0	2019-12-25T00:41:01.190Z
txRejected-average	0	2019-12-25T00:41:01.190Z
txRejected-total	0	2019-12-25T00:41:01.190Z
txExpired-average	0	2019-12-25T00:41:01.190Z
txExpired-total	0	2019-12-25T00:41:01.190Z
txProcessed-average	0	2019-12-25T00:41:01.190Z
txProcessed-total	0	2019-12-25T00:41:01.190Z
queueLength-average	0	2019-12-25T00:41:01.190Z
queueLength-value	0	2019-12-25T00:41:01.190Z
serverLoad-average	0	2019-12-25T00:41:01.190Z
serverLoad-value	0	2019-12-25T00:41:01.190Z
txTimeInQueue-average	0	2019-12-25T00:41:01.190Z
txInjected-average	0	2019-12-25T00:41:02.193Z
txInjected-total	0	2019-12-25T00:41:02.193Z
txApplied-average	0	2019-12-25T00:41:02.193Z
txApplied-total	0	2019-12-25T00:41:02.193Z
txRejected-average	0	2019-12-25T00:41:02.193Z
txRejected-total	0	2019-12-25T00:41:02.193Z
txExpired-average	0	2019-12-25T00:41:02.193Z
txExpired-total	0	2019-12-25T00:41:02.193Z
txProcessed-average	0	2019-12-25T00:41:02.193Z
txProcessed-total	0	2019-12-25T00:41:02.193Z
queueLength-average	0	2019-12-25T00:41:02.193Z
queueLength-value	0	2019-12-25T00:41:02.193Z
serverLoad-average	0	2019-12-25T00:41:02.193Z
serverLoad-value	0	2019-12-25T00:41:02.193Z
txTimeInQueue-average	0	2019-12-25T00:41:02.193Z
txInjected-average	0	2019-12-25T00:41:03.197Z
txInjected-total	0	2019-12-25T00:41:03.197Z
txApplied-average	0	2019-12-25T00:41:03.197Z
txApplied-total	0	2019-12-25T00:41:03.197Z
txRejected-average	0	2019-12-25T00:41:03.197Z
txRejected-total	0	2019-12-25T00:41:03.197Z
txExpired-average	0	2019-12-25T00:41:03.197Z
txExpired-total	0	2019-12-25T00:41:03.197Z
txProcessed-average	0	2019-12-25T00:41:03.197Z
txProcessed-total	0	2019-12-25T00:41:03.197Z
queueLength-average	0	2019-12-25T00:41:03.197Z
queueLength-value	0	2019-12-25T00:41:03.197Z
serverLoad-average	0	2019-12-25T00:41:03.197Z
serverLoad-value	0	2019-12-25T00:41:03.197Z
txTimeInQueue-average	0	2019-12-25T00:41:03.197Z
txInjected-average	0	2019-12-25T00:41:04.199Z
txInjected-total	0	2019-12-25T00:41:04.199Z
txApplied-average	0	2019-12-25T00:41:04.199Z
txApplied-total	0	2019-12-25T00:41:04.199Z
txRejected-average	0	2019-12-25T00:41:04.199Z
txRejected-total	0	2019-12-25T00:41:04.199Z
txExpired-average	0	2019-12-25T00:41:04.199Z
txExpired-total	0	2019-12-25T00:41:04.199Z
txProcessed-average	0	2019-12-25T00:41:04.199Z
txProcessed-total	0	2019-12-25T00:41:04.199Z
queueLength-average	0	2019-12-25T00:41:04.199Z
queueLength-value	0	2019-12-25T00:41:04.199Z
serverLoad-average	0	2019-12-25T00:41:04.199Z
serverLoad-value	0	2019-12-25T00:41:04.199Z
txTimeInQueue-average	0	2019-12-25T00:41:04.199Z
txInjected-average	0	2019-12-25T00:41:05.203Z
txInjected-total	0	2019-12-25T00:41:05.203Z
txApplied-average	0	2019-12-25T00:41:05.203Z
txApplied-total	0	2019-12-25T00:41:05.203Z
txRejected-average	0	2019-12-25T00:41:05.203Z
txRejected-total	0	2019-12-25T00:41:05.203Z
txExpired-average	0	2019-12-25T00:41:05.203Z
txExpired-total	0	2019-12-25T00:41:05.203Z
txProcessed-average	0	2019-12-25T00:41:05.203Z
txProcessed-total	0	2019-12-25T00:41:05.203Z
queueLength-average	0	2019-12-25T00:41:05.203Z
queueLength-value	0	2019-12-25T00:41:05.203Z
serverLoad-average	0	2019-12-25T00:41:05.203Z
serverLoad-value	0	2019-12-25T00:41:05.203Z
txTimeInQueue-average	0	2019-12-25T00:41:05.203Z
txInjected-average	0	2019-12-25T00:41:06.204Z
txInjected-total	0	2019-12-25T00:41:06.204Z
txApplied-average	0	2019-12-25T00:41:06.204Z
txApplied-total	0	2019-12-25T00:41:06.204Z
txRejected-average	0	2019-12-25T00:41:06.204Z
txRejected-total	0	2019-12-25T00:41:06.204Z
txExpired-average	0	2019-12-25T00:41:06.204Z
txExpired-total	0	2019-12-25T00:41:06.204Z
txProcessed-average	0	2019-12-25T00:41:06.204Z
txProcessed-total	0	2019-12-25T00:41:06.204Z
queueLength-average	0	2019-12-25T00:41:06.204Z
queueLength-value	0	2019-12-25T00:41:06.204Z
serverLoad-average	0	2019-12-25T00:41:06.204Z
serverLoad-value	0	2019-12-25T00:41:06.204Z
txTimeInQueue-average	0	2019-12-25T00:41:06.204Z
txInjected-average	0	2019-12-25T00:41:07.204Z
txInjected-total	0	2019-12-25T00:41:07.204Z
txApplied-average	0	2019-12-25T00:41:07.204Z
txApplied-total	0	2019-12-25T00:41:07.204Z
txRejected-average	0	2019-12-25T00:41:07.204Z
txRejected-total	0	2019-12-25T00:41:07.204Z
txExpired-average	0	2019-12-25T00:41:07.204Z
txExpired-total	0	2019-12-25T00:41:07.204Z
txProcessed-average	0	2019-12-25T00:41:07.204Z
txProcessed-total	0	2019-12-25T00:41:07.204Z
queueLength-average	0	2019-12-25T00:41:07.204Z
queueLength-value	0	2019-12-25T00:41:07.204Z
serverLoad-average	0	2019-12-25T00:41:07.204Z
serverLoad-value	0	2019-12-25T00:41:07.204Z
txTimeInQueue-average	0	2019-12-25T00:41:07.204Z
txInjected-average	0	2019-12-25T00:41:08.208Z
txInjected-total	0	2019-12-25T00:41:08.208Z
txApplied-average	0	2019-12-25T00:41:08.208Z
txApplied-total	0	2019-12-25T00:41:08.208Z
txRejected-average	0	2019-12-25T00:41:08.208Z
txRejected-total	0	2019-12-25T00:41:08.208Z
txExpired-average	0	2019-12-25T00:41:08.208Z
txExpired-total	0	2019-12-25T00:41:08.208Z
txProcessed-average	0	2019-12-25T00:41:08.208Z
txProcessed-total	0	2019-12-25T00:41:08.208Z
queueLength-average	0	2019-12-25T00:41:08.208Z
queueLength-value	0	2019-12-25T00:41:08.208Z
serverLoad-average	0	2019-12-25T00:41:08.208Z
serverLoad-value	0	2019-12-25T00:41:08.208Z
txTimeInQueue-average	0	2019-12-25T00:41:08.208Z
txInjected-average	0	2019-12-25T00:41:09.213Z
txInjected-total	0	2019-12-25T00:41:09.213Z
txApplied-average	0	2019-12-25T00:41:09.213Z
txApplied-total	0	2019-12-25T00:41:09.213Z
txRejected-average	0	2019-12-25T00:41:09.213Z
txRejected-total	0	2019-12-25T00:41:09.213Z
txExpired-average	0	2019-12-25T00:41:09.213Z
txExpired-total	0	2019-12-25T00:41:09.213Z
txProcessed-average	0	2019-12-25T00:41:09.213Z
txProcessed-total	0	2019-12-25T00:41:09.213Z
queueLength-average	0	2019-12-25T00:41:09.213Z
queueLength-value	0	2019-12-25T00:41:09.213Z
serverLoad-average	0	2019-12-25T00:41:09.213Z
serverLoad-value	0	2019-12-25T00:41:09.213Z
txTimeInQueue-average	0	2019-12-25T00:41:09.213Z
txInjected-average	0	2019-12-25T00:41:10.214Z
txInjected-total	0	2019-12-25T00:41:10.214Z
txApplied-average	0	2019-12-25T00:41:10.214Z
txApplied-total	0	2019-12-25T00:41:10.214Z
txRejected-average	0	2019-12-25T00:41:10.214Z
txRejected-total	0	2019-12-25T00:41:10.214Z
txExpired-average	0	2019-12-25T00:41:10.214Z
txExpired-total	0	2019-12-25T00:41:10.214Z
txProcessed-average	0	2019-12-25T00:41:10.214Z
txProcessed-total	0	2019-12-25T00:41:10.214Z
queueLength-average	0	2019-12-25T00:41:10.214Z
queueLength-value	0	2019-12-25T00:41:10.214Z
serverLoad-average	0	2019-12-25T00:41:10.214Z
serverLoad-value	0	2019-12-25T00:41:10.214Z
txTimeInQueue-average	0	2019-12-25T00:41:10.214Z
txInjected-average	0	2019-12-25T00:41:11.219Z
txInjected-total	0	2019-12-25T00:41:11.219Z
txApplied-average	0	2019-12-25T00:41:11.219Z
txApplied-total	0	2019-12-25T00:41:11.219Z
txRejected-average	0	2019-12-25T00:41:11.219Z
txRejected-total	0	2019-12-25T00:41:11.219Z
txExpired-average	0	2019-12-25T00:41:11.219Z
txExpired-total	0	2019-12-25T00:41:11.219Z
txProcessed-average	0	2019-12-25T00:41:11.219Z
txProcessed-total	0	2019-12-25T00:41:11.219Z
queueLength-average	0	2019-12-25T00:41:11.219Z
queueLength-value	0	2019-12-25T00:41:11.219Z
serverLoad-average	0	2019-12-25T00:41:11.219Z
serverLoad-value	0	2019-12-25T00:41:11.219Z
txTimeInQueue-average	0	2019-12-25T00:41:11.219Z
txInjected-average	0	2019-12-25T00:41:12.224Z
txInjected-total	0	2019-12-25T00:41:12.224Z
txApplied-average	0	2019-12-25T00:41:12.224Z
txApplied-total	0	2019-12-25T00:41:12.224Z
txRejected-average	0	2019-12-25T00:41:12.224Z
txRejected-total	0	2019-12-25T00:41:12.224Z
txExpired-average	0	2019-12-25T00:41:12.224Z
txExpired-total	0	2019-12-25T00:41:12.224Z
txProcessed-average	0	2019-12-25T00:41:12.224Z
txProcessed-total	0	2019-12-25T00:41:12.224Z
queueLength-average	0	2019-12-25T00:41:12.224Z
queueLength-value	0	2019-12-25T00:41:12.224Z
serverLoad-average	0	2019-12-25T00:41:12.224Z
serverLoad-value	0	2019-12-25T00:41:12.224Z
txTimeInQueue-average	0	2019-12-25T00:41:12.224Z
txInjected-average	0	2019-12-25T00:41:13.232Z
txInjected-total	0	2019-12-25T00:41:13.232Z
txApplied-average	0	2019-12-25T00:41:13.232Z
txApplied-total	0	2019-12-25T00:41:13.232Z
txRejected-average	0	2019-12-25T00:41:13.232Z
txRejected-total	0	2019-12-25T00:41:13.232Z
txExpired-average	0	2019-12-25T00:41:13.232Z
txExpired-total	0	2019-12-25T00:41:13.232Z
txProcessed-average	0	2019-12-25T00:41:13.232Z
txProcessed-total	0	2019-12-25T00:41:13.232Z
queueLength-average	0	2019-12-25T00:41:13.232Z
queueLength-value	0	2019-12-25T00:41:13.232Z
serverLoad-average	0	2019-12-25T00:41:13.232Z
serverLoad-value	0	2019-12-25T00:41:13.232Z
txTimeInQueue-average	0	2019-12-25T00:41:13.232Z
txInjected-average	0	2019-12-25T00:41:14.234Z
